orderid,menuid,type,size
183799,2,entree,
183799,14,side,
183799,12,side,
183800,0,entree,
183800,6,entree,
183800,7,entree,
183800,13,side,
183801,10,a la carte,medium
183802,0,a la carte,small
183803,35,bottle,
183804,10,entree,
183804,4,entree,
183804,14,side,
183805,35,bottle,
183806,9,entree,
183806,7,entree,
183806,5,entree,
183806,14,side,
183807,6,entree,
183807,10,entree,
183807,15,side,
183808,100,entree,
183808,14,side,
183809,1,entree,
183809,8,entree,
183809,10,entree,
183809,12,side,
183809,13,side,
183810,2,entree,
183810,100,entree,
183810,12,side,
183811,6,entree,
183811,3,entree,
183811,9,entree,
183811,13,side,
183811,15,side,
183812,1,entree,
183812,5,entree,
183812,14,side,
183813,37,bottle,
183814,8,entree,
183814,5,entree,
183814,0,entree,
183814,14,side,
183814,15,side,
183815,36,bottle,
183816,1,entree,
183816,14,side,
183817,10,entree,
183817,2,entree,
183817,4,entree,
183817,13,side,
183818,9,entree,
183818,9,entree,
183818,14,side,
183819,3,entree,
183819,9,entree,
183819,6,entree,
183819,14,side,
183820,8,entree,
183820,6,entree,
183820,10,entree,
183820,13,side,
183820,12,side,
183821,18,appetizer,
183822,21,drink,medium
183823,3,a la carte,small
183824,37,bottle,
183825,4,entree,
183825,1,entree,
183825,11,entree,
183825,14,side,
183826,35,bottle,
183827,4,entree,
183827,11,entree,
183827,13,side,
183828,35,bottle,
183829,9,entree,
183829,2,entree,
183829,8,entree,
183829,14,side,
183830,35,bottle,
183831,28,drink,small
183832,37,bottle,
183833,0,entree,
183833,13,side,
183834,8,entree,
183834,1,entree,
183834,15,side,
183835,7,entree,
183835,15,side,
183836,18,appetizer,
183837,17,appetizer,
183838,18,appetizer,
183839,7,entree,
183839,9,entree,
183839,12,side,
183840,17,appetizer,
183841,9,entree,
183841,14,side,
183842,1,entree,
183842,6,entree,
183842,15,side,
183843,2,entree,
183843,11,entree,
183843,11,entree,
183843,12,side,
183844,11,entree,
183844,9,entree,
183844,7,entree,
183844,14,side,
183845,28,drink,medium
183846,18,appetizer,
183847,28,drink,medium
183848,24,drink,medium
183849,18,appetizer,
183850,2,entree,
183850,2,entree,
183850,15,side,
183851,24,drink,medium
183852,6,entree,
183852,3,entree,
183852,9,entree,
183852,15,side,
183852,13,side,
183853,17,appetizer,
183854,35,bottle,
183855,2,entree,
183855,15,side,
183856,4,entree,
183856,100,entree,
183856,13,side,
183857,10,entree,
183857,7,entree,
183857,13,side,
183858,31,drink,small
183859,100,entree,
183859,11,entree,
183859,0,entree,
183859,15,side,
183860,4,entree,
183860,11,entree,
183860,12,side,
183861,2,a la carte,medium
183862,21,drink,large
183863,20,drink,small
183864,8,entree,
183864,15,side,
183865,29,drink,small
183866,8,entree,
183866,15,side,
183867,2,entree,
183867,1,entree,
183867,9,entree,
183867,13,side,
183867,12,side,
183868,6,entree,
183868,12,side,
183869,24,drink,large
183870,18,appetizer,
183871,0,entree,
183871,15,side,
183872,11,a la carte,small
183873,17,appetizer,
183874,4,entree,
183874,5,entree,
183874,15,side,
183875,8,entree,
183875,4,entree,
183875,7,entree,
183875,15,side,
183875,14,side,
183876,3,entree,
183876,2,entree,
183876,9,entree,
183876,14,side,
183877,31,drink,large
183878,2,entree,
183878,3,entree,
183878,0,entree,
183878,14,side,
183879,0,entree,
183879,14,side,
183880,7,entree,
183880,8,entree,
183880,5,entree,
183880,15,side,
183881,9,entree,
183881,15,side,
183882,9,a la carte,medium
183883,37,bottle,
183884,7,entree,
183884,4,entree,
183884,13,side,
183885,23,drink,large
183886,31,drink,medium
183887,16,appetizer,
183888,17,appetizer,
183889,11,entree,
183889,12,side,
183890,6,entree,
183890,10,entree,
183890,12,side,
183891,9,entree,
183891,7,entree,
183891,13,side,
183892,7,entree,
183892,1,entree,
183892,5,entree,
183892,13,side,
183892,12,side,
183893,1,entree,
183893,11,entree,
183893,100,entree,
183893,12,side,
183894,17,appetizer,
183895,6,entree,
183895,10,entree,
183895,4,entree,
183895,12,side,
183896,9,a la carte,small
183897,2,entree,
183897,13,side,
183898,23,drink,medium
183899,11,entree,
183899,15,side,
183900,1,entree,
183900,14,side,
183901,10,entree,
183901,6,entree,
183901,15,side,
183902,11,entree,
183902,3,entree,
183902,1,entree,
183902,15,side,
183902,15,side,
183903,1,entree,
183903,4,entree,
183903,100,entree,
183903,13,side,
183904,4,a la carte,medium
183905,35,bottle,
183906,11,entree,
183906,15,side,
183907,36,bottle,
183908,17,appetizer,
183909,1,entree,
183909,9,entree,
183909,11,entree,
183909,13,side,
183910,11,entree,
183910,100,entree,
183910,9,entree,
183910,13,side,
183910,13,side,
183911,16,appetizer,
183912,11,entree,
183912,14,side,
183913,17,appetizer,
183914,16,appetizer,
183915,0,entree,
183915,4,entree,
183915,4,entree,
183915,15,side,
183916,3,entree,
183916,0,entree,
183916,2,entree,
183916,12,side,
183917,26,drink,large
183918,9,entree,
183918,8,entree,
183918,11,entree,
183918,12,side,
183918,15,side,
183919,17,appetizer,
183920,0,entree,
183920,100,entree,
183920,5,entree,
183920,14,side,
183921,7,entree,
183921,5,entree,
183921,10,entree,
183921,12,side,
183922,20,drink,medium
183923,23,drink,large
183924,6,entree,
183924,12,side,
183925,10,entree,
183925,1,entree,
183925,1,entree,
183925,12,side,
183925,15,side,
183926,37,bottle,
183927,37,bottle,
183928,0,entree,
183928,8,entree,
183928,10,entree,
183928,15,side,
183929,35,bottle,
183930,18,appetizer,
183931,36,bottle,
183932,7,entree,
183932,10,entree,
183932,12,side,
183933,29,drink,small
183934,16,appetizer,
183935,37,bottle,
183936,8,entree,
183936,7,entree,
183936,3,entree,
183936,15,side,
183937,8,a la carte,medium
183938,10,entree,
183938,14,side,
183939,1,entree,
183939,1,entree,
183939,15,side,
183940,28,drink,small
183941,29,drink,large
183942,17,appetizer,
183943,10,entree,
183943,4,entree,
183943,1,entree,
183943,15,side,
183943,12,side,
183944,11,entree,
183944,9,entree,
183944,12,side,
183945,9,entree,
183945,11,entree,
183945,10,entree,
183945,14,side,
183945,13,side,
183946,3,entree,
183946,5,entree,
183946,14,side,
183947,15,a la carte,medium
183948,8,entree,
183948,14,side,
183949,3,entree,
183949,3,entree,
183949,6,entree,
183949,14,side,
183949,14,side,
183950,3,entree,
183950,3,entree,
183950,1,entree,
183950,12,side,
183951,14,a la carte,large
183952,37,bottle,
183953,5,entree,
183953,14,side,
183954,5,entree,
183954,9,entree,
183954,12,side,
183955,35,bottle,
183956,17,appetizer,
183957,34,drink,large
183958,30,drink,small
183959,17,appetizer,
183960,36,bottle,
183961,3,entree,
183961,9,entree,
183961,10,entree,
183961,15,side,
183961,15,side,
183962,21,drink,large
183963,5,entree,
183963,1,entree,
183963,8,entree,
183963,12,side,
183964,36,bottle,
183965,0,entree,
183965,12,side,
183966,36,bottle,
183967,5,entree,
183967,11,entree,
183967,7,entree,
183967,15,side,
183968,36,bottle,
183969,7,entree,
183969,15,side,
183970,100,entree,
183970,1,entree,
183970,12,side,
183971,11,entree,
183971,0,entree,
183971,6,entree,
183971,15,side,
183971,14,side,
183972,37,bottle,
183973,100,entree,
183973,13,side,
183974,4,entree,
183974,11,entree,
183974,6,entree,
183974,14,side,
183975,0,entree,
183975,7,entree,
183975,12,side,
183976,7,entree,
183976,13,side,
183977,7,entree,
183977,100,entree,
183977,7,entree,
183977,15,side,
183977,15,side,
183978,17,appetizer,
183979,9,entree,
183979,14,side,
183980,4,entree,
183980,13,side,
183981,17,appetizer,
183982,20,drink,small
183983,6,entree,
183983,5,entree,
183983,14,side,
183984,2,entree,
183984,0,entree,
183984,100,entree,
183984,12,side,
183984,15,side,
183985,10,entree,
183985,2,entree,
183985,11,entree,
183985,13,side,
183985,12,side,
183986,1,entree,
183986,2,entree,
183986,100,entree,
183986,13,side,
183986,15,side,
183987,5,entree,
183987,8,entree,
183987,7,entree,
183987,14,side,
183987,14,side,
183988,2,entree,
183988,5,entree,
183988,2,entree,
183988,13,side,
183989,4,entree,
183989,100,entree,
183989,100,entree,
183989,15,side,
183989,15,side,
183990,5,entree,
183990,100,entree,
183990,8,entree,
183990,12,side,
183990,14,side,
183991,35,bottle,
183992,11,entree,
183992,13,side,
183993,100,entree,
183993,12,side,
183994,11,entree,
183994,100,entree,
183994,14,side,
183995,35,bottle,
183996,7,a la carte,small
183997,26,drink,small
183998,16,appetizer,
183999,6,entree,
183999,100,entree,
183999,15,side,
184000,37,bottle,
184001,8,entree,
184001,12,side,
184002,25,drink,medium
184003,18,appetizer,
184004,23,drink,large
184005,16,appetizer,
184006,19,drink,large
184007,4,entree,
184007,14,side,
184008,27,drink,medium
184009,11,entree,
184009,5,entree,
184009,1,entree,
184009,15,side,
184009,14,side,
184010,2,entree,
184010,3,entree,
184010,2,entree,
184010,14,side,
184011,36,bottle,
184012,10,entree,
184012,15,side,
184013,17,appetizer,
184014,37,bottle,
184015,35,bottle,
184016,29,drink,medium
184017,16,appetizer,
184018,3,a la carte,medium
184019,17,appetizer,
184020,19,drink,small
184021,36,bottle,
184022,5,entree,
184022,1,entree,
184022,10,entree,
184022,14,side,
184022,13,side,
184023,5,entree,
184023,14,side,
184024,10,a la carte,large
184025,2,entree,
184025,10,entree,
184025,14,side,
184026,3,entree,
184026,3,entree,
184026,6,entree,
184026,13,side,
184026,12,side,
184027,16,appetizer,
184028,37,bottle,
184029,1,entree,
184029,6,entree,
184029,2,entree,
184029,12,side,
184030,6,entree,
184030,100,entree,
184030,10,entree,
184030,15,side,
184031,18,appetizer,
184032,11,entree,
184032,1,entree,
184032,12,side,
184033,10,a la carte,small
184034,26,drink,medium
184035,27,drink,small
184036,0,entree,
184036,13,side,
184037,4,entree,
184037,2,entree,
184037,8,entree,
184037,13,side,
184038,5,entree,
184038,3,entree,
184038,5,entree,
184038,12,side,
184039,9,a la carte,large
184040,0,entree,
184040,1,entree,
184040,12,side,
184041,35,bottle,
184042,100,a la carte,medium
184043,14,a la carte,large
184044,11,entree,
184044,14,side,
184045,37,bottle,
184046,23,drink,small
184047,0,entree,
184047,3,entree,
184047,7,entree,
184047,15,side,
184047,14,side,
184048,21,drink,large
184049,30,drink,medium
184050,10,entree,
184050,7,entree,
184050,15,side,
184051,37,bottle,
184052,8,entree,
184052,9,entree,
184052,10,entree,
184052,14,side,
184052,14,side,
184053,15,a la carte,large
184054,13,a la carte,medium
184055,10,entree,
184055,14,side,
184056,100,entree,
184056,11,entree,
184056,14,side,
184057,7,entree,
184057,1,entree,
184057,14,side,
184058,18,appetizer,
184059,5,entree,
184059,13,side,
184060,5,a la carte,large
184061,1,entree,
184061,11,entree,
184061,3,entree,
184061,14,side,
184062,35,bottle,
184063,11,a la carte,large
184064,10,entree,
184064,8,entree,
184064,13,side,
184065,4,entree,
184065,8,entree,
184065,12,side,
184066,36,bottle,
184067,7,entree,
184067,5,entree,
184067,12,side,
184068,37,bottle,
184069,4,entree,
184069,5,entree,
184069,15,side,
184070,16,appetizer,
184071,4,entree,
184071,5,entree,
184071,12,side,
184072,10,entree,
184072,13,side,
184073,16,appetizer,
184074,9,entree,
184074,8,entree,
184074,8,entree,
184074,15,side,
184075,7,entree,
184075,2,entree,
184075,13,side,
184076,10,a la carte,large
184077,5,entree,
184077,7,entree,
184077,1,entree,
184077,12,side,
184077,14,side,
184078,100,entree,
184078,14,side,
184079,29,drink,large
184080,11,entree,
184080,9,entree,
184080,1,entree,
184080,12,side,
184081,34,drink,large
184082,7,entree,
184082,11,entree,
184082,8,entree,
184082,14,side,
184082,14,side,
184083,7,entree,
184083,4,entree,
184083,13,side,
184084,37,bottle,
184085,2,entree,
184085,2,entree,
184085,4,entree,
184085,15,side,
184086,18,appetizer,
184087,5,entree,
184087,3,entree,
184087,12,side,
184088,2,entree,
184088,6,entree,
184088,15,side,
184089,100,entree,
184089,2,entree,
184089,12,side,
184090,8,entree,
184090,0,entree,
184090,1,entree,
184090,15,side,
184090,15,side,
184091,7,entree,
184091,3,entree,
184091,11,entree,
184091,15,side,
184091,14,side,
184092,18,appetizer,
184093,36,bottle,
184094,7,entree,
184094,2,entree,
184094,8,entree,
184094,14,side,
184095,3,entree,
184095,15,side,
184096,4,a la carte,large
184097,35,bottle,
184098,23,drink,large
184099,11,entree,
184099,12,side,
184100,17,appetizer,
184101,100,entree,
184101,4,entree,
184101,10,entree,
184101,14,side,
184101,15,side,
184102,35,bottle,
184103,1,entree,
184103,10,entree,
184103,9,entree,
184103,12,side,
184103,13,side,
184104,3,entree,
184104,12,side,
184105,17,appetizer,
184106,100,entree,
184106,6,entree,
184106,12,side,
184107,24,drink,medium
184108,6,entree,
184108,7,entree,
184108,15,side,
184109,20,drink,medium
184110,100,entree,
184110,6,entree,
184110,3,entree,
184110,14,side,
184111,100,entree,
184111,13,side,
184112,17,appetizer,
184113,19,drink,small
184114,6,entree,
184114,100,entree,
184114,100,entree,
184114,15,side,
184114,15,side,
184115,14,a la carte,large
184116,16,appetizer,
184117,10,entree,
184117,0,entree,
184117,100,entree,
184117,14,side,
184117,15,side,
184118,19,drink,medium
184119,18,appetizer,
184120,14,a la carte,large
184121,35,bottle,
184122,3,entree,
184122,3,entree,
184122,12,side,
184123,4,entree,
184123,2,entree,
184123,4,entree,
184123,14,side,
184123,15,side,
184124,8,entree,
184124,10,entree,
184124,100,entree,
184124,15,side,
184125,10,entree,
184125,12,side,
184126,8,entree,
184126,4,entree,
184126,6,entree,
184126,12,side,
184127,17,appetizer,
184128,8,entree,
184128,12,side,
184129,10,entree,
184129,15,side,
184130,9,entree,
184130,7,entree,
184130,1,entree,
184130,14,side,
184130,15,side,
184131,11,entree,
184131,7,entree,
184131,100,entree,
184131,14,side,
184131,12,side,
184132,10,entree,
184132,6,entree,
184132,7,entree,
184132,13,side,
184133,35,bottle,
184134,1,entree,
184134,10,entree,
184134,1,entree,
184134,15,side,
184135,25,drink,medium
184136,2,entree,
184136,10,entree,
184136,5,entree,
184136,13,side,
184136,13,side,
184137,5,entree,
184137,14,side,
184138,18,appetizer,
184139,4,entree,
184139,12,side,
184140,8,entree,
184140,7,entree,
184140,3,entree,
184140,12,side,
184141,4,entree,
184141,3,entree,
184141,13,side,
184142,7,entree,
184142,6,entree,
184142,100,entree,
184142,15,side,
184142,12,side,
184143,9,entree,
184143,2,entree,
184143,2,entree,
184143,12,side,
184143,15,side,
184144,37,bottle,
184145,36,bottle,
184146,3,entree,
184146,10,entree,
184146,5,entree,
184146,15,side,
184146,13,side,
184147,5,entree,
184147,10,entree,
184147,14,side,
184148,6,entree,
184148,13,side,
184149,10,entree,
184149,2,entree,
184149,14,side,
184150,1,a la carte,large
184151,3,entree,
184151,100,entree,
184151,12,side,
184152,31,drink,small
184153,6,entree,
184153,7,entree,
184153,5,entree,
184153,12,side,
184154,21,drink,medium
184155,30,drink,medium
184156,3,entree,
184156,0,entree,
184156,14,side,
184157,5,entree,
184157,4,entree,
184157,12,side,
184158,0,a la carte,small
184159,10,a la carte,large
184160,37,bottle,
184161,17,appetizer,
184162,23,drink,medium
184163,35,bottle,
184164,21,drink,medium
184165,32,drink,small
184166,11,entree,
184166,7,entree,
184166,14,side,
184167,16,appetizer,
184168,36,bottle,
184169,9,entree,
184169,4,entree,
184169,11,entree,
184169,12,side,
184169,12,side,
184170,28,drink,medium
184171,5,entree,
184171,12,side,
184172,1,entree,
184172,1,entree,
184172,1,entree,
184172,15,side,
184172,14,side,
184173,37,bottle,
184174,4,entree,
184174,1,entree,
184174,14,side,
184175,100,a la carte,large
184176,3,entree,
184176,8,entree,
184176,15,side,
184177,32,drink,medium
184178,14,a la carte,medium
184179,6,entree,
184179,8,entree,
184179,2,entree,
184179,14,side,
184180,31,drink,small
184181,5,entree,
184181,9,entree,
184181,14,side,
184182,2,entree,
184182,1,entree,
184182,15,side,
184183,36,bottle,
184184,5,a la carte,medium
184185,4,a la carte,medium
184186,9,entree,
184186,2,entree,
184186,2,entree,
184186,12,side,
184187,11,a la carte,large
184188,37,bottle,
184189,35,bottle,
184190,36,bottle,
184191,3,entree,
184191,0,entree,
184191,9,entree,
184191,15,side,
184191,12,side,
184192,100,a la carte,large
184193,32,drink,small
184194,31,drink,small
184195,100,entree,
184195,12,side,
184196,8,a la carte,medium
184197,8,entree,
184197,11,entree,
184197,1,entree,
184197,13,side,
184197,14,side,
184198,9,entree,
184198,11,entree,
184198,100,entree,
184198,12,side,
184199,7,entree,
184199,11,entree,
184199,3,entree,
184199,12,side,
184199,14,side,
184200,17,appetizer,
184201,34,drink,small
184202,4,entree,
184202,14,side,
184203,13,a la carte,medium
184204,4,entree,
184204,0,entree,
184204,0,entree,
184204,14,side,
184204,13,side,
184205,0,a la carte,large
184206,0,entree,
184206,8,entree,
184206,7,entree,
184206,14,side,
184206,15,side,
184207,10,entree,
184207,2,entree,
184207,10,entree,
184207,12,side,
184207,12,side,
184208,8,entree,
184208,1,entree,
184208,2,entree,
184208,12,side,
184209,3,entree,
184209,11,entree,
184209,10,entree,
184209,15,side,
184210,37,bottle,
184211,26,drink,small
184212,28,drink,large
184213,36,bottle,
184214,18,appetizer,
184215,7,entree,
184215,1,entree,
184215,13,side,
184216,8,a la carte,large
184217,10,entree,
184217,6,entree,
184217,0,entree,
184217,12,side,
184218,17,appetizer,
184219,4,entree,
184219,12,side,
184220,36,bottle,
184221,11,entree,
184221,12,side,
184222,22,drink,medium
184223,6,entree,
184223,11,entree,
184223,1,entree,
184223,13,side,
184224,11,a la carte,large
184225,17,appetizer,
184226,0,entree,
184226,5,entree,
184226,4,entree,
184226,15,side,
184226,14,side,
184227,17,appetizer,
184228,0,entree,
184228,13,side,
184229,6,entree,
184229,2,entree,
184229,9,entree,
184229,15,side,
184230,0,entree,
184230,8,entree,
184230,12,side,
184231,4,entree,
184231,9,entree,
184231,6,entree,
184231,13,side,
184232,37,bottle,
184233,37,bottle,
184234,100,entree,
184234,0,entree,
184234,14,side,
184235,36,bottle,
184236,37,bottle,
184237,1,entree,
184237,8,entree,
184237,100,entree,
184237,13,side,
184238,7,a la carte,medium
184239,37,bottle,
184240,9,entree,
184240,4,entree,
184240,10,entree,
184240,15,side,
184241,3,entree,
184241,4,entree,
184241,8,entree,
184241,14,side,
184242,2,a la carte,medium
184243,11,a la carte,medium
184244,16,appetizer,
184245,2,entree,
184245,3,entree,
184245,5,entree,
184245,15,side,
184246,18,appetizer,
184247,31,drink,large
184248,1,entree,
184248,1,entree,
184248,11,entree,
184248,14,side,
184249,0,entree,
184249,3,entree,
184249,10,entree,
184249,12,side,
184249,12,side,
184250,12,a la carte,large
184251,27,drink,large
184252,23,drink,medium
184253,37,bottle,
184254,13,a la carte,medium
184255,27,drink,medium
184256,25,drink,medium
184257,0,entree,
184257,0,entree,
184257,2,entree,
184257,12,side,
184257,14,side,
184258,19,drink,large
184259,20,drink,medium
184260,35,bottle,
184261,9,a la carte,medium
184262,24,drink,large
184263,8,entree,
184263,1,entree,
184263,8,entree,
184263,13,side,
184264,8,entree,
184264,5,entree,
184264,12,side,
184265,10,entree,
184265,4,entree,
184265,14,side,
184266,6,entree,
184266,15,side,
184267,22,drink,small
184268,11,entree,
184268,1,entree,
184268,6,entree,
184268,15,side,
184269,27,drink,large
184270,100,a la carte,medium
184271,1,entree,
184271,8,entree,
184271,1,entree,
184271,13,side,
184272,8,entree,
184272,13,side,
184273,8,entree,
184273,12,side,
184274,28,drink,small
184275,18,appetizer,
184276,1,entree,
184276,14,side,
184277,10,a la carte,small
184278,5,a la carte,small
184279,23,drink,large
184280,16,appetizer,
184281,18,appetizer,
184282,11,entree,
184282,13,side,
184283,35,bottle,
184284,35,bottle,
184285,36,bottle,
184286,3,a la carte,small
184287,8,entree,
184287,9,entree,
184287,8,entree,
184287,13,side,
184287,15,side,
184288,8,entree,
184288,11,entree,
184288,15,side,
184289,7,entree,
184289,14,side,
184290,3,entree,
184290,2,entree,
184290,5,entree,
184290,12,side,
184290,13,side,
184291,11,entree,
184291,6,entree,
184291,13,side,
184292,11,entree,
184292,15,side,
184293,1,a la carte,small
184294,10,entree,
184294,15,side,
184295,6,a la carte,medium
184296,8,entree,
184296,3,entree,
184296,1,entree,
184296,15,side,
184296,13,side,
184297,8,entree,
184297,15,side,
184298,2,a la carte,large
184299,2,a la carte,medium
184300,17,appetizer,
184301,0,entree,
184301,1,entree,
184301,9,entree,
184301,14,side,
184301,13,side,
184302,25,drink,small
184303,6,entree,
184303,2,entree,
184303,13,side,
184304,1,entree,
184304,12,side,
184305,37,bottle,
184306,36,bottle,
184307,2,entree,
184307,15,side,
184308,37,bottle,
184309,0,entree,
184309,100,entree,
184309,9,entree,
184309,13,side,
184309,14,side,
184310,4,entree,
184310,2,entree,
184310,14,side,
184311,25,drink,large
184312,7,entree,
184312,9,entree,
184312,9,entree,
184312,14,side,
184312,15,side,
184313,2,entree,
184313,7,entree,
184313,9,entree,
184313,13,side,
184314,6,entree,
184314,10,entree,
184314,13,side,
184315,2,entree,
184315,9,entree,
184315,6,entree,
184315,14,side,
184316,6,entree,
184316,100,entree,
184316,12,side,
184317,7,a la carte,large
184318,18,appetizer,
184319,8,a la carte,medium
184320,5,entree,
184320,9,entree,
184320,6,entree,
184320,15,side,
184320,15,side,
184321,5,entree,
184321,10,entree,
184321,13,side,
184322,7,entree,
184322,9,entree,
184322,2,entree,
184322,12,side,
184322,14,side,
184323,2,entree,
184323,100,entree,
184323,12,side,
184324,25,drink,medium
184325,8,entree,
184325,13,side,
184326,17,appetizer,
184327,17,appetizer,
184328,2,a la carte,large
184329,9,entree,
184329,4,entree,
184329,5,entree,
184329,14,side,
184330,36,bottle,
184331,35,bottle,
184332,36,bottle,
184333,5,a la carte,large
184334,5,entree,
184334,4,entree,
184334,12,side,
184335,16,appetizer,
184336,7,entree,
184336,11,entree,
184336,9,entree,
184336,12,side,
184336,13,side,
184337,9,entree,
184337,12,side,
184338,1,entree,
184338,14,side,
184339,2,entree,
184339,11,entree,
184339,13,side,
184340,10,entree,
184340,14,side,
184341,6,entree,
184341,14,side,
184342,8,a la carte,large
184343,7,entree,
184343,13,side,
184344,17,appetizer,
184345,7,entree,
184345,13,side,
184346,7,entree,
184346,11,entree,
184346,4,entree,
184346,14,side,
184346,12,side,
184347,37,bottle,
184348,8,entree,
184348,11,entree,
184348,4,entree,
184348,13,side,
184348,14,side,
184349,18,appetizer,
184350,16,appetizer,
184351,0,a la carte,large
184352,9,a la carte,small
184353,100,entree,
184353,7,entree,
184353,100,entree,
184353,12,side,
184354,11,entree,
184354,5,entree,
184354,14,side,
184355,0,entree,
184355,100,entree,
184355,10,entree,
184355,15,side,
184356,6,a la carte,small
184357,10,entree,
184357,100,entree,
184357,3,entree,
184357,12,side,
184357,12,side,
184358,1,entree,
184358,13,side,
184359,11,entree,
184359,2,entree,
184359,10,entree,
184359,12,side,
184359,13,side,
184360,5,a la carte,small
184361,9,entree,
184361,11,entree,
184361,10,entree,
184361,13,side,
184361,12,side,
184362,2,entree,
184362,100,entree,
184362,0,entree,
184362,13,side,
184363,5,entree,
184363,8,entree,
184363,5,entree,
184363,14,side,
184363,12,side,
184364,6,entree,
184364,4,entree,
184364,12,side,
184365,1,a la carte,large
184366,100,entree,
184366,6,entree,
184366,12,side,
184367,28,drink,medium
184368,7,entree,
184368,12,side,
184369,34,drink,medium
184370,20,drink,medium
184371,3,entree,
184371,11,entree,
184371,12,side,
184372,31,drink,large
184373,28,drink,large
184374,17,appetizer,
184375,25,drink,small
184376,18,appetizer,
184377,100,a la carte,large
184378,17,appetizer,
184379,30,drink,small
184380,16,appetizer,
184381,22,drink,large
184382,100,entree,
184382,9,entree,
184382,14,side,
184383,3,a la carte,large
184384,0,entree,
184384,13,side,
184385,6,entree,
184385,1,entree,
184385,8,entree,
184385,12,side,
184385,12,side,
184386,16,appetizer,
184387,100,entree,
184387,8,entree,
184387,14,side,
184388,3,entree,
184388,11,entree,
184388,6,entree,
184388,13,side,
184389,100,entree,
184389,13,side,
184390,35,bottle,
184391,35,bottle,
184392,0,entree,
184392,3,entree,
184392,6,entree,
184392,12,side,
184393,24,drink,medium
184394,3,entree,
184394,8,entree,
184394,2,entree,
184394,14,side,
184395,6,entree,
184395,9,entree,
184395,14,side,
184396,100,entree,
184396,15,side,
184397,6,entree,
184397,15,side,
184398,0,entree,
184398,11,entree,
184398,8,entree,
184398,12,side,
184398,15,side,
184399,29,drink,small
184400,2,entree,
184400,11,entree,
184400,4,entree,
184400,12,side,
184400,14,side,
184401,3,entree,
184401,2,entree,
184401,9,entree,
184401,13,side,
184402,3,entree,
184402,13,side,
184403,12,a la carte,large
184404,10,entree,
184404,5,entree,
184404,4,entree,
184404,13,side,
184404,14,side,
184405,10,entree,
184405,2,entree,
184405,3,entree,
184405,15,side,
184406,37,bottle,
184407,25,drink,medium
184408,2,entree,
184408,6,entree,
184408,2,entree,
184408,14,side,
184409,7,entree,
184409,7,entree,
184409,13,side,
184410,13,a la carte,large
184411,23,drink,medium
184412,26,drink,large
184413,3,entree,
184413,7,entree,
184413,7,entree,
184413,15,side,
184414,1,entree,
184414,9,entree,
184414,8,entree,
184414,15,side,
184415,37,bottle,
184416,33,drink,large
184417,8,entree,
184417,8,entree,
184417,9,entree,
184417,14,side,
184417,12,side,
184418,2,entree,
184418,2,entree,
184418,4,entree,
184418,13,side,
184419,10,entree,
184419,1,entree,
184419,14,side,
184420,10,entree,
184420,12,side,
184421,1,entree,
184421,4,entree,
184421,2,entree,
184421,13,side,
184421,15,side,
184422,1,entree,
184422,1,entree,
184422,14,side,
184423,100,entree,
184423,15,side,
184424,35,bottle,
184425,17,appetizer,
184426,0,entree,
184426,12,side,
184427,7,a la carte,medium
184428,100,a la carte,medium
184429,1,entree,
184429,13,side,
184430,3,a la carte,medium
184431,31,drink,large
184432,5,a la carte,small
184433,6,entree,
184433,0,entree,
184433,3,entree,
184433,13,side,
184433,13,side,
184434,30,drink,large
184435,22,drink,small
184436,35,bottle,
184437,15,a la carte,medium
184438,29,drink,medium
184439,8,entree,
184439,10,entree,
184439,5,entree,
184439,13,side,
184440,100,entree,
184440,4,entree,
184440,12,side,
184441,32,drink,medium
184442,36,bottle,
184443,0,entree,
184443,1,entree,
184443,3,entree,
184443,13,side,
184444,4,entree,
184444,12,side,
184445,17,appetizer,
184446,6,entree,
184446,14,side,
184447,3,entree,
184447,5,entree,
184447,100,entree,
184447,13,side,
184447,12,side,
184448,4,entree,
184448,1,entree,
184448,14,side,
184449,37,bottle,
184450,37,bottle,
184451,16,appetizer,
184452,8,a la carte,small
184453,5,entree,
184453,13,side,
184454,36,bottle,
184455,28,drink,small
184456,33,drink,medium
184457,3,entree,
184457,8,entree,
184457,15,side,
184458,100,entree,
184458,1,entree,
184458,12,side,
184459,4,entree,
184459,5,entree,
184459,4,entree,
184459,14,side,
184459,14,side,
184460,7,a la carte,large
184461,16,appetizer,
184462,35,bottle,
184463,8,entree,
184463,3,entree,
184463,14,side,
184464,6,entree,
184464,8,entree,
184464,4,entree,
184464,15,side,
184464,12,side,
184465,16,appetizer,
184466,37,bottle,
184467,5,a la carte,small
184468,8,entree,
184468,6,entree,
184468,100,entree,
184468,14,side,
184469,6,entree,
184469,7,entree,
184469,15,side,
184470,1,a la carte,medium
184471,3,entree,
184471,14,side,
184472,9,entree,
184472,8,entree,
184472,10,entree,
184472,14,side,
184472,12,side,
184473,1,a la carte,small
184474,15,a la carte,large
184475,7,a la carte,medium
184476,4,a la carte,small
184477,2,entree,
184477,15,side,
184478,9,a la carte,medium
184479,35,bottle,
184480,7,entree,
184480,14,side,
184481,14,a la carte,medium
184482,3,entree,
184482,4,entree,
184482,4,entree,
184482,13,side,
184483,0,entree,
184483,6,entree,
184483,0,entree,
184483,12,side,
184484,3,entree,
184484,100,entree,
184484,7,entree,
184484,15,side,
184484,14,side,
184485,35,bottle,
