transactionid,itemid,orderid
55961,13,167571
55961,2,167572
55961,12,167573
55962,3,167574
55962,1,167575
55962,13,167576
55962,11,167577
55963,13,167578
55963,2,167579
55963,13,167580
55963,12,167581
55964,2,167582
55965,13,167583
55965,6,167584
55965,6,167585
55966,6,167586
55966,6,167587
55966,4,167588
55966,2,167589
55967,4,167590
55967,6,167591
55968,11,167592
55968,4,167593
55968,13,167594
55968,3,167595
55968,11,167596
55969,6,167597
55970,3,167598
55970,11,167599
55970,1,167600
55971,11,167601
55971,2,167602
55972,1,167603
55972,13,167604
55972,12,167605
55972,2,167606
55972,11,167607
55973,3,167608
55973,11,167609
55973,12,167610
55974,3,167611
55974,1,167612
55975,13,167613
55975,6,167614
55975,11,167615
55976,11,167616
55976,2,167617
55976,12,167618
55976,11,167619
55976,12,167620
55977,6,167621
55977,4,167622
55978,4,167623
55978,13,167624
55979,6,167625
55979,3,167626
55979,4,167627
55979,6,167628
55980,3,167629
55980,2,167630
55980,11,167631
55981,3,167632
55981,11,167633
55982,3,167634
55982,11,167635
55982,3,167636
55982,6,167637
55982,13,167638
55983,6,167639
55984,12,167640
55984,2,167641
55984,4,167642
55985,13,167643
55985,6,167644
55985,11,167645
55985,13,167646
55986,12,167647
55986,2,167648
55986,1,167649
55986,1,167650
55987,1,167651
55988,1,167652
55988,6,167653
55988,11,167654
55988,12,167655
55989,4,167656
55989,3,167657
55989,6,167658
55989,13,167659
55990,6,167660
55990,2,167661
55991,3,167662
55991,11,167663
55992,3,167664
55992,3,167665
55992,13,167666
55992,3,167667
55993,11,167668
55993,1,167669
55994,6,167670
55994,4,167671
55995,11,167672
55995,11,167673
55995,2,167674
55995,13,167675
55995,6,167676
55996,6,167677
55997,6,167678
55997,12,167679
55997,6,167680
55998,1,167681
55998,1,167682
55998,1,167683
55998,4,167684
55998,1,167685
55999,11,167686
55999,12,167687
55999,13,167688
55999,11,167689
56000,11,167690
56000,4,167691
56000,1,167692
56000,2,167693
56001,6,167694
56002,13,167695
56002,13,167696
56003,12,167697
56003,6,167698
56003,12,167699
56003,6,167700
56004,3,167701
56004,12,167702
56004,4,167703
56004,3,167704
56004,6,167705
56005,12,167706
56006,1,167707
56006,2,167708
56006,6,167709
56007,4,167710
56007,13,167711
56007,1,167712
56008,12,167713
56008,13,167714
56008,4,167715
56008,1,167716
56009,6,167717
56009,12,167718
56009,4,167719
56009,6,167720
56010,13,167721
56011,12,167722
56012,6,167723
56012,4,167724
56012,11,167725
56013,3,167726
56013,11,167727
56014,6,167728
56015,1,167729
56015,3,167730
56015,3,167731
56015,11,167732
56015,2,167733
56016,6,167734
56016,1,167735
56016,11,167736
56016,2,167737
56016,4,167738
56017,2,167739
56018,1,167740
56018,13,167741
56018,12,167742
56018,3,167743
56018,6,167744
56019,11,167745
56020,2,167746
56020,11,167747
56020,3,167748
56020,12,167749
56021,13,167750
56022,13,167751
56022,2,167752
56022,4,167753
56022,11,167754
56023,12,167755
56023,6,167756
56024,12,167757
56024,11,167758
56024,3,167759
56025,2,167760
56025,12,167761
56025,13,167762
56026,13,167763
56026,2,167764
56026,1,167765
56026,4,167766
56026,12,167767
56027,11,167768
56027,11,167769
56028,11,167770
56028,13,167771
56028,6,167772
56028,2,167773
56029,4,167774
56029,2,167775
56030,1,167776
56030,12,167777
56030,6,167778
56030,11,167779
56030,12,167780
56031,1,167781
56031,12,167782
56031,4,167783
56031,13,167784
56032,6,167785
56032,3,167786
56032,11,167787
56033,3,167788
56033,2,167789
56033,3,167790
56033,6,167791
56033,2,167792
56034,6,167793
56034,2,167794
56034,6,167795
56034,3,167796
56034,13,167797
56035,2,167798
56036,6,167799
56036,4,167800
56036,13,167801
56037,11,167802
56037,11,167803
56037,2,167804
56037,11,167805
56038,6,167806
56038,13,167807
56039,6,167808
56039,11,167809
56039,3,167810
56040,3,167811
56040,3,167812
56040,1,167813
56040,4,167814
56041,2,167815
56042,6,167816
56042,1,167817
56042,1,167818
56042,3,167819
56043,2,167820
56044,1,167821
56045,4,167822
56045,11,167823
56046,13,167824
56046,11,167825
56046,2,167826
56047,6,167827
56047,11,167828
56047,13,167829
56048,6,167830
56048,11,167831
56048,6,167832
56048,1,167833
56048,4,167834
56049,4,167835
56049,12,167836
56049,1,167837
56049,6,167838
56049,12,167839
56050,4,167840
56050,3,167841
56051,3,167842
56051,12,167843
56051,4,167844
56051,13,167845
56051,1,167846
56052,11,167847
56053,11,167848
56053,13,167849
56053,4,167850
56053,1,167851
56053,12,167852
56054,3,167853
56054,3,167854
56055,6,167855
56056,12,167856
56056,6,167857
56056,4,167858
56056,6,167859
56056,6,167860
56057,2,167861
56057,4,167862
56057,11,167863
56057,4,167864
56058,2,167865
56058,12,167866
56059,4,167867
56060,3,167868
56060,2,167869
56060,1,167870
56060,6,167871
56060,12,167872
56061,1,167873
56061,2,167874
56061,6,167875
56061,2,167876
56061,13,167877
56062,12,167878
56062,6,167879
56062,12,167880
56062,4,167881
56062,3,167882
56063,2,167883
56063,3,167884
56063,1,167885
56063,13,167886
56063,11,167887
56064,11,167888
56064,3,167889
56064,6,167890
56065,4,167891
56065,4,167892
56065,13,167893
56065,1,167894
56066,13,167895
56066,3,167896
56066,11,167897
56066,3,167898
56066,11,167899
56067,13,167900
56068,12,167901
56068,11,167902
56068,11,167903
56068,11,167904
56068,13,167905
56069,1,167906
56070,1,167907
56070,2,167908
56070,11,167909
56070,1,167910
56070,12,167911
56071,11,167912
56071,13,167913
56071,6,167914
56071,13,167915
56072,13,167916
56073,3,167917
56074,13,167918
56074,4,167919
56074,13,167920
56074,3,167921
56074,4,167922
56075,6,167923
56075,2,167924
56075,4,167925
56075,3,167926
56075,11,167927
56076,1,167928
56076,2,167929
56077,11,167930
56077,4,167931
56078,1,167932
56078,12,167933
56078,3,167934
56079,13,167935
56079,6,167936
56079,12,167937
56079,12,167938
56079,12,167939
56080,4,167940
56080,4,167941
56080,11,167942
56080,6,167943
56081,1,167944
56081,3,167945
56081,11,167946
56081,2,167947
56081,12,167948
56082,12,167949
56082,13,167950
56083,2,167951
56083,11,167952
56083,12,167953
56084,12,167954
56084,6,167955
56084,6,167956
56084,2,167957
56084,13,167958
56085,4,167959
56085,2,167960
56085,6,167961
56086,3,167962
56086,3,167963
56086,13,167964
56086,11,167965
56087,11,167966
56087,13,167967
56087,4,167968
56088,12,167969
56089,2,167970
56089,2,167971
56090,12,167972
56090,3,167973
56090,1,167974
56091,1,167975
56092,3,167976
56092,12,167977
56093,1,167978
56093,13,167979
56093,2,167980
56094,12,167981
56094,6,167982
56094,4,167983
56094,2,167984
56095,13,167985
56095,4,167986
56095,6,167987
56096,2,167988
56096,1,167989
56096,13,167990
56096,3,167991
56097,6,167992
56098,11,167993
56098,4,167994
56099,3,167995
56099,4,167996
56099,4,167997
56100,1,167998
56100,1,167999
56101,11,168000
56101,12,168001
56102,4,168002
56102,4,168003
56102,6,168004
56102,12,168005
56102,3,168006
56103,11,168007
56103,3,168008
56103,13,168009
56103,12,168010
56103,3,168011
56104,3,168012
56104,2,168013
56104,12,168014
56105,3,168015
56105,6,168016
56106,3,168017
56106,1,168018
56106,12,168019
56106,1,168020
56106,1,168021
56107,1,168022
56107,11,168023
56108,3,168024
56108,11,168025
56108,12,168026
56108,4,168027
56109,4,168028
56109,6,168029
56109,4,168030
56110,12,168031
56110,11,168032
56110,4,168033
56110,1,168034
56110,2,168035
56111,13,168036
56111,2,168037
56111,13,168038
56111,4,168039
56112,13,168040
56113,2,168041
56113,4,168042
56113,12,168043
56114,3,168044
56114,12,168045
56114,1,168046
56114,2,168047
56115,2,168048
56115,1,168049
56115,11,168050
56115,2,168051
56115,6,168052
56116,11,168053
56116,1,168054
56116,2,168055
56117,11,168056
56117,6,168057
56117,3,168058
56117,1,168059
56118,2,168060
56118,3,168061
56118,2,168062
56119,1,168063
56119,13,168064
56119,12,168065
56119,4,168066
56119,13,168067
56120,13,168068
56120,3,168069
56121,13,168070
56122,3,168071
56122,2,168072
56123,1,168073
56123,12,168074
56123,1,168075
56124,13,168076
56124,4,168077
56125,4,168078
56126,4,168079
56126,12,168080
56126,6,168081
56126,13,168082
56127,13,168083
56127,13,168084
56127,1,168085
56127,3,168086
56127,11,168087
56128,12,168088
56128,12,168089
56129,11,168090
56129,11,168091
56129,13,168092
56130,11,168093
56131,13,168094
56131,2,168095
56131,12,168096
56132,3,168097
56132,3,168098
56132,3,168099
56133,6,168100
56134,2,168101
56135,1,168102
56135,11,168103
56135,1,168104
56136,11,168105
56136,1,168106
56136,2,168107
56137,6,168108
56137,3,168109
56138,4,168110
56139,13,168111
56139,2,168112
56139,4,168113
56139,6,168114
56140,2,168115
56141,4,168116
56141,3,168117
56142,11,168118
56142,2,168119
56142,13,168120
56142,4,168121
56143,3,168122
56143,11,168123
56143,6,168124
56144,12,168125
56144,12,168126
56144,3,168127
56144,11,168128
56144,12,168129
56145,11,168130
56145,13,168131
56145,13,168132
56145,11,168133
56145,4,168134
56146,3,168135
56146,11,168136
56146,1,168137
56147,2,168138
56148,11,168139
56149,6,168140
56149,3,168141
56149,13,168142
56149,12,168143
56150,11,168144
56150,13,168145
56151,1,168146
56151,6,168147
56151,12,168148
56151,11,168149
56151,2,168150
56152,11,168151
56152,4,168152
56152,4,168153
56153,2,168154
56153,13,168155
56154,13,168156
56155,3,168157
56155,12,168158
56156,12,168159
56156,13,168160
56157,13,168161
56157,1,168162
56157,2,168163
56157,4,168164
56157,4,168165
56158,6,168166
56159,6,168167
56159,12,168168
56159,2,168169
56159,11,168170
56160,12,168171
56160,3,168172
56160,12,168173
56160,4,168174
56160,3,168175
56161,2,168176
56161,3,168177
56161,6,168178
56161,3,168179
56161,3,168180
56162,13,168181
56163,13,168182
56164,4,168183
56164,1,168184
56164,6,168185
56164,4,168186
56165,6,168187
56165,11,168188
56166,4,168189
56166,12,168190
56166,11,168191
56167,3,168192
56167,3,168193
56167,4,168194
56167,12,168195
56168,1,168196
56168,12,168197
56168,2,168198
56169,11,168199
56170,2,168200
56171,3,168201
56171,1,168202
56172,1,168203
56172,2,168204
56173,12,168205
56173,12,168206
56173,3,168207
56173,4,168208
56174,2,168209
56174,6,168210
56174,1,168211
56175,4,168212
56175,11,168213
56175,3,168214
56175,11,168215
56176,12,168216
56176,6,168217
56176,3,168218
56176,3,168219
56176,4,168220
56177,2,168221
56177,11,168222
56177,4,168223
56178,6,168224
56178,12,168225
56178,3,168226
56178,2,168227
56178,6,168228
56179,6,168229
56179,13,168230
56179,4,168231
56179,6,168232
56180,11,168233
56180,3,168234
56180,4,168235
56180,6,168236
56180,3,168237
56181,6,168238
56181,12,168239
56181,12,168240
56182,13,168241
56182,13,168242
56182,1,168243
56182,11,168244
56183,1,168245
56184,13,168246
56185,6,168247
56185,3,168248
56185,3,168249
56186,6,168250
56186,13,168251
56187,2,168252
56187,12,168253
56187,13,168254
56188,1,168255
56188,12,168256
56188,1,168257
56188,4,168258
56189,13,168259
56189,1,168260
56189,12,168261
56189,3,168262
56189,12,168263
56190,6,168264
56190,3,168265
56190,13,168266
56190,3,168267
56191,4,168268
56191,3,168269
56192,12,168270
56192,4,168271
56192,4,168272
56193,12,168273
56193,3,168274
56193,11,168275
56193,2,168276
56194,2,168277
56194,12,168278
56194,1,168279
56195,11,168280
56195,2,168281
56195,4,168282
56196,12,168283
56196,11,168284
56197,1,168285
56197,13,168286
56197,1,168287
56197,2,168288
56197,11,168289
56198,4,168290
56198,1,168291
56199,4,168292
56199,11,168293
56200,6,168294
56200,1,168295
56201,12,168296
56201,6,168297
56201,12,168298
56201,4,168299
56202,12,168300
56203,2,168301
56204,1,168302
56204,1,168303
56205,11,168304
56206,12,168305
56206,12,168306
56207,6,168307
56207,4,168308
56208,4,168309
56208,3,168310
56208,13,168311
56208,4,168312
56208,6,168313
56209,6,168314
56209,11,168315
56210,2,168316
56210,4,168317
56211,6,168318
56211,2,168319
56211,12,168320
56211,13,168321
56212,13,168322
56212,13,168323
56212,11,168324
56212,4,168325
56212,4,168326
56213,13,168327
56213,3,168328
56214,6,168329
56214,2,168330
56214,4,168331
56215,11,168332
56215,6,168333
56215,11,168334
56215,4,168335
56215,4,168336
56216,6,168337
56217,2,168338
56218,4,168339
56218,1,168340
56218,1,168341
56218,11,168342
56218,13,168343
56219,4,168344
56220,4,168345
56220,1,168346
56220,4,168347
56220,2,168348
56220,11,168349
56221,1,168350
56221,3,168351
56221,4,168352
56222,13,168353
56222,12,168354
56222,11,168355
56223,12,168356
56223,6,168357
56223,11,168358
56223,2,168359
56224,1,168360
56224,2,168361
56224,12,168362
56225,6,168363
56225,2,168364
56225,3,168365
56225,2,168366
56225,12,168367
56226,1,168368
56226,11,168369
56227,3,168370
56227,6,168371
56228,6,168372
56228,13,168373
56228,6,168374
56228,4,168375
56228,11,168376
56229,12,168377
56229,3,168378
56230,12,168379
56230,11,168380
56230,12,168381
56231,3,168382
56231,4,168383
56231,2,168384
56231,11,168385
56232,13,168386
56233,3,168387
56233,3,168388
56233,13,168389
56233,6,168390
56233,4,168391
56234,12,168392
56234,3,168393
56234,3,168394
56234,12,168395
56235,1,168396
56235,4,168397
56236,3,168398
56236,6,168399
56237,3,168400
56237,4,168401
56238,2,168402
56238,1,168403
56238,4,168404
56238,11,168405
56239,1,168406
56239,6,168407
56239,2,168408
56239,6,168409
56240,12,168410
56240,2,168411
56240,1,168412
56240,2,168413
56240,6,168414
56241,13,168415
56241,12,168416
56241,6,168417
56242,6,168418
56243,1,168419
56243,2,168420
56243,1,168421
56244,12,168422
56244,12,168423
56245,4,168424
56245,3,168425
56245,1,168426
56246,11,168427
56246,1,168428
56247,12,168429
56247,1,168430
56248,13,168431
56248,4,168432
56248,11,168433
56248,1,168434
56249,12,168435
56249,2,168436
56249,1,168437
56249,13,168438
56249,3,168439
56250,6,168440
56250,1,168441
56250,6,168442
56251,12,168443
56251,11,168444
56251,3,168445
56251,12,168446
56251,11,168447
56252,13,168448
56253,13,168449
56253,3,168450
56253,3,168451
56253,6,168452
56254,2,168453
56255,3,168454
56255,11,168455
56256,4,168456
56256,3,168457
56256,4,168458
56256,11,168459
56256,11,168460
56257,13,168461
56257,3,168462
56257,11,168463
56257,13,168464
56258,11,168465
56258,6,168466
56258,13,168467
56258,13,168468
56258,13,168469
56259,13,168470
56259,1,168471
56259,1,168472
56259,4,168473
56259,1,168474
56260,4,168475
56261,4,168476
56261,6,168477
56261,6,168478
56261,2,168479
56261,2,168480
56262,6,168481
56262,4,168482
56262,11,168483
56262,6,168484
56263,1,168485
56263,2,168486
56263,6,168487
56263,4,168488
56264,3,168489
56264,1,168490
56264,2,168491
56265,4,168492
56266,3,168493
56266,12,168494
56266,1,168495
56266,1,168496
56266,11,168497
56267,3,168498
56267,11,168499
56267,3,168500
56267,2,168501
56267,12,168502
56268,2,168503
56268,1,168504
56269,2,168505
56270,4,168506
56270,12,168507
56271,3,168508
56271,11,168509
56271,11,168510
56271,12,168511
56271,4,168512
56272,11,168513
56273,2,168514
56273,11,168515
56274,13,168516
56274,11,168517
56274,3,168518
56274,1,168519
56275,4,168520
56275,2,168521
56275,11,168522
56275,4,168523
56275,2,168524
56276,6,168525
56277,4,168526
56277,6,168527
56277,3,168528
56277,4,168529
56278,1,168530
56279,11,168531
56279,13,168532
56280,11,168533
56280,3,168534
56280,6,168535
56281,11,168536
56281,4,168537
56281,13,168538
56281,6,168539
56282,12,168540
56282,1,168541
56282,1,168542
56282,12,168543
56282,4,168544
56283,12,168545
56283,12,168546
56283,2,168547
56283,6,168548
56284,11,168549
56284,12,168550
56285,4,168551
56285,11,168552
56285,1,168553
56286,4,168554
56287,13,168555
56287,6,168556
56288,12,168557
56288,2,168558
56288,12,168559
56288,2,168560
56289,12,168561
56289,6,168562
56289,6,168563
56290,13,168564
56291,13,168565
56292,2,168566
56292,3,168567
56292,2,168568
56292,6,168569
56293,12,168570
56293,4,168571
56293,2,168572
56293,11,168573
56293,12,168574
56294,13,168575
56295,6,168576
56295,4,168577
56295,12,168578
56295,4,168579
56296,3,168580
56297,3,168581
56297,3,168582
56297,1,168583
56297,4,168584
56298,13,168585
56298,3,168586
56299,2,168587
56299,13,168588
56299,1,168589
56299,11,168590
56299,12,168591
56300,2,168592
56300,2,168593
56300,13,168594
56300,12,168595
56301,6,168596
56302,3,168597
56303,11,168598
56304,3,168599
56304,3,168600
56304,3,168601
56305,6,168602
56305,1,168603
56306,12,168604
56306,1,168605
56306,2,168606
56306,3,168607
56307,2,168608
56308,3,168609
56308,2,168610
56309,6,168611
56309,12,168612
56310,1,168613
56311,1,168614
56311,1,168615
56312,6,168616
56312,13,168617
56312,11,168618
56312,11,168619
56313,3,168620
56313,6,168621
56313,4,168622
56314,12,168623
56314,6,168624
56315,1,168625
56316,13,168626
56317,6,168627
56317,2,168628
56317,11,168629
56318,12,168630
56318,6,168631
56318,6,168632
56318,3,168633
56319,4,168634
56319,1,168635
56319,1,168636
56320,12,168637
56320,1,168638
56320,11,168639
56321,6,168640
56322,3,168641
56323,6,168642
56323,13,168643
56323,6,168644
56323,11,168645
56323,1,168646
56324,3,168647
56324,6,168648
56324,6,168649
56324,13,168650
56324,3,168651
56325,12,168652
56326,2,168653
56327,3,168654
56327,12,168655
56327,12,168656
56327,2,168657
56328,12,168658
56329,2,168659
56329,12,168660
56329,1,168661
56330,12,168662
56330,13,168663
56330,1,168664
56330,2,168665
56330,3,168666
56331,3,168667
56331,2,168668
56331,12,168669
56331,2,168670
56331,12,168671
56332,4,168672
56332,1,168673
56332,3,168674
56332,6,168675
56333,1,168676
56333,3,168677
56333,11,168678
56334,1,168679
56334,2,168680
56334,11,168681
56334,6,168682
56334,13,168683
56335,12,168684
56335,13,168685
56335,12,168686
56336,2,168687
56336,12,168688
56336,4,168689
56336,2,168690
56336,11,168691
56337,11,168692
56337,3,168693
56337,1,168694
56338,2,168695
56338,6,168696
56338,1,168697
56339,12,168698
56340,6,168699
56340,2,168700
56341,12,168701
56342,2,168702
56342,12,168703
56342,2,168704
56342,4,168705
56343,3,168706
56343,1,168707
56343,2,168708
56344,4,168709
56344,12,168710
56344,12,168711
56344,2,168712
56344,12,168713
56345,11,168714
56345,6,168715
56345,3,168716
56346,11,168717
56346,1,168718
56346,2,168719
56347,12,168720
56347,2,168721
56347,13,168722
56348,12,168723
56348,3,168724
56349,4,168725
56349,2,168726
56350,6,168727
56350,13,168728
56351,12,168729
56351,6,168730
56351,6,168731
56351,1,168732
56352,6,168733
56352,12,168734
56352,1,168735
56352,4,168736
56352,12,168737
56353,2,168738
56354,1,168739
56354,12,168740
56354,6,168741
56355,12,168742
56355,1,168743
56356,11,168744
56356,4,168745
56357,6,168746
56358,2,168747
56358,1,168748
56358,2,168749
56358,3,168750
56358,1,168751
56359,12,168752
56359,6,168753
56359,3,168754
56359,3,168755
56360,3,168756
56360,12,168757
56361,4,168758
56361,2,168759
56361,11,168760
56361,4,168761
56361,4,168762
56362,2,168763
56362,1,168764
56362,13,168765
56362,3,168766
56362,4,168767
56363,3,168768
56363,12,168769
56364,13,168770
56364,11,168771
56364,3,168772
56365,6,168773
56365,6,168774
56366,12,168775
56366,3,168776
56367,11,168777
56368,2,168778
56368,6,168779
56369,2,168780
56369,1,168781
56369,6,168782
56369,2,168783
56370,12,168784
56370,2,168785
56370,13,168786
56370,4,168787
56370,2,168788
56371,6,168789
56371,6,168790
56371,2,168791
56372,11,168792
56373,4,168793
56374,11,168794
56375,12,168795
56375,1,168796
56375,2,168797
56376,11,168798
56377,6,168799
56377,11,168800
56377,6,168801
56377,6,168802
56378,3,168803
56378,4,168804
56378,13,168805
56378,6,168806
56378,4,168807
56379,3,168808
56379,2,168809
56379,13,168810
56379,2,168811
56380,1,168812
56380,13,168813
56380,2,168814
56381,6,168815
56381,11,168816
56381,4,168817
56382,1,168818
56382,2,168819
56382,6,168820
56382,4,168821
56383,2,168822
56383,4,168823
56383,2,168824
56383,4,168825
56383,1,168826
56384,4,168827
56385,13,168828
56386,12,168829
56386,6,168830
56386,6,168831
56386,1,168832
56387,6,168833
56387,2,168834
56387,11,168835
56387,3,168836
56387,4,168837
56388,4,168838
56388,13,168839
56388,11,168840
56388,3,168841
56388,3,168842
56389,13,168843
56389,3,168844
56389,11,168845
56389,12,168846
56390,4,168847
56390,12,168848
56390,12,168849
56390,12,168850
56390,13,168851
56391,4,168852
56391,6,168853
56391,4,168854
56391,3,168855
56391,2,168856
56392,1,168857
56392,13,168858
56393,6,168859
56393,13,168860
56393,1,168861
56393,2,168862
56393,12,168863
56394,4,168864
56394,6,168865
56394,11,168866
56394,6,168867
56394,11,168868
56395,3,168869
56395,11,168870
56395,13,168871
56395,3,168872
56396,12,168873
56396,1,168874
56396,12,168875
56397,11,168876
56397,1,168877
56398,1,168878
56398,1,168879
56398,4,168880
56398,2,168881
56398,3,168882
56399,6,168883
56399,13,168884
56399,13,168885
56399,3,168886
56400,3,168887
56400,11,168888
56400,12,168889
56400,3,168890
56400,3,168891
56401,3,168892
56401,6,168893
56401,3,168894
56401,13,168895
56401,11,168896
56402,1,168897
56402,13,168898
56402,4,168899
56403,13,168900
56403,1,168901
56403,11,168902
56403,6,168903
56403,4,168904
56404,13,168905
56404,13,168906
56405,1,168907
56405,13,168908
56405,6,168909
56405,11,168910
56405,11,168911
56406,3,168912
56406,6,168913
56407,12,168914
56407,11,168915
56408,6,168916
56409,3,168917
56409,2,168918
56410,4,168919
56410,12,168920
56410,12,168921
56410,3,168922
56410,4,168923
56411,1,168924
56411,2,168925
56412,12,168926
56412,4,168927
56412,11,168928
56412,13,168929
56413,1,168930
56413,2,168931
56414,3,168932
56414,4,168933
56414,12,168934
56415,2,168935
56415,3,168936
56416,1,168937
56416,11,168938
56416,3,168939
56416,3,168940
56417,13,168941
56417,1,168942
56417,12,168943
56417,2,168944
56417,11,168945
56418,13,168946
56418,11,168947
56419,1,168948
56420,1,168949
56421,6,168950
56421,11,168951
56422,13,168952
56423,2,168953
56423,1,168954
56423,3,168955
56424,1,168956
56425,12,168957
56425,11,168958
56425,11,168959
56426,11,168960
56427,6,168961
56427,12,168962
56427,4,168963
56428,6,168964
56429,4,168965
56429,12,168966
56429,13,168967
56429,11,168968
56429,6,168969
56430,13,168970
56430,6,168971
56430,3,168972
56430,11,168973
56430,12,168974
56431,1,168975
56431,1,168976
56431,1,168977
56431,13,168978
56432,4,168979
56432,1,168980
56432,11,168981
56433,4,168982
56433,11,168983
56434,4,168984
56434,1,168985
56434,3,168986
56434,2,168987
56435,6,168988
56435,6,168989
56435,13,168990
56435,4,168991
56435,4,168992
56436,4,168993
56436,1,168994
56436,4,168995
56437,11,168996
56437,12,168997
56437,3,168998
56437,2,168999
56438,3,169000
56438,11,169001
56439,11,169002
56439,6,169003
56439,13,169004
56439,11,169005
56439,13,169006
56440,1,169007
56441,13,169008
56441,2,169009
56441,1,169010
56442,1,169011
56443,4,169012
56443,6,169013
56444,1,169014
56444,12,169015
56444,12,169016
56444,3,169017
56444,12,169018
56445,11,169019
56446,1,169020
56446,3,169021
56446,2,169022
56446,6,169023
56446,6,169024
56447,13,169025
56447,2,169026
56447,11,169027
56447,6,169028
56447,13,169029
56448,1,169030
56448,2,169031
56448,6,169032
56449,6,169033
56449,2,169034
56449,11,169035
56449,11,169036
56450,13,169037
56450,2,169038
56450,4,169039
56450,1,169040
56450,3,169041
56451,13,169042
56451,6,169043
56451,1,169044
56451,3,169045
56452,6,169046
56453,4,169047
56453,13,169048
56453,13,169049
56454,1,169050
56454,4,169051
56454,2,169052
56454,3,169053
56454,13,169054
56455,4,169055
56455,11,169056
56456,1,169057
56456,4,169058
56456,13,169059
56456,1,169060
56456,13,169061
56457,3,169062
56457,2,169063
56457,2,169064
56457,6,169065
56458,4,169066
56458,12,169067
56458,3,169068
56459,6,169069
56460,2,169070
56460,11,169071
56460,12,169072
56460,11,169073
56460,6,169074
56461,12,169075
56461,12,169076
56461,3,169077
56461,3,169078
56461,12,169079
56462,12,169080
56462,6,169081
56462,1,169082
56463,1,169083
56463,3,169084
56463,1,169085
56463,12,169086
56464,2,169087
56464,4,169088
56464,3,169089
56464,3,169090
56465,4,169091
56465,12,169092
56465,2,169093
56465,11,169094
56466,3,169095
56466,13,169096
56466,6,169097
56467,13,169098
56467,3,169099
56467,1,169100
56467,12,169101
56468,3,169102
56468,1,169103
56468,2,169104
56468,13,169105
56468,2,169106
56469,3,169107
56469,3,169108
56469,6,169109
56470,2,169110
56470,3,169111
56470,12,169112
56471,13,169113
56471,6,169114
56471,12,169115
56471,11,169116
56472,6,169117
56472,11,169118
56473,3,169119
56473,6,169120
56473,4,169121
56473,3,169122
56474,6,169123
56474,1,169124
56474,6,169125
56474,1,169126
56474,12,169127
56475,4,169128
56475,4,169129
56475,1,169130
56475,4,169131
56475,1,169132
56476,13,169133
56476,4,169134
56477,1,169135
56477,6,169136
56478,2,169137
56478,13,169138
56479,13,169139
56479,4,169140
56479,3,169141
56479,4,169142
56479,2,169143
56480,1,169144
56480,13,169145
56480,1,169146
56480,4,169147
56480,11,169148
56481,3,169149
56481,2,169150
56482,13,169151
56482,13,169152
56482,4,169153
56483,13,169154
56483,1,169155
56483,13,169156
56484,2,169157
56484,13,169158
56484,6,169159
56485,2,169160
56486,4,169161
56486,1,169162
56486,4,169163
56486,11,169164
56486,12,169165
56487,3,169166
56488,12,169167
56488,3,169168
56488,12,169169
56489,12,169170
56489,12,169171
56489,1,169172
56489,6,169173
56489,1,169174
56490,11,169175
56490,1,169176
56490,2,169177
56490,2,169178
56491,3,169179
56491,3,169180
56491,1,169181
56492,12,169182
56492,2,169183
56492,3,169184
56492,6,169185
56493,1,169186
56493,11,169187
56493,3,169188
56493,3,169189
56493,12,169190
56494,12,169191
56495,3,169192
56495,4,169193
56496,6,169194
56496,1,169195
56496,4,169196
56496,1,169197
56497,6,169198
56498,1,169199
56498,3,169200
56498,1,169201
56499,4,169202
56500,2,169203
56500,3,169204
56500,13,169205
56500,2,169206
56501,13,169207
56501,13,169208
56501,11,169209
56502,11,169210
56502,12,169211
56502,13,169212
56502,3,169213
56502,3,169214
56503,1,169215
56503,4,169216
56503,13,169217
56503,2,169218
56503,13,169219
56504,2,169220
56504,6,169221
56504,1,169222
56504,11,169223
56504,6,169224
56505,12,169225
56505,1,169226
56505,3,169227
56506,11,169228
56506,1,169229
56506,4,169230
56507,11,169231
56507,4,169232
56507,4,169233
56508,11,169234
56508,2,169235
56509,6,169236
56510,4,169237
56510,13,169238
56510,6,169239
56510,6,169240
56510,2,169241
56511,12,169242
56511,4,169243
56511,13,169244
56512,4,169245
56512,13,169246
56512,6,169247
56512,4,169248
56513,12,169249
56513,4,169250
56513,1,169251
56513,11,169252
56513,2,169253
56514,12,169254
56514,11,169255
56515,4,169256
56515,13,169257
56515,2,169258
56515,4,169259
56516,2,169260
56516,1,169261
56516,1,169262
56516,12,169263
56516,2,169264
56517,3,169265
56517,12,169266
56517,2,169267
56517,12,169268
56517,6,169269
56518,11,169270
56518,12,169271
56518,6,169272
56519,4,169273
56519,4,169274
56520,12,169275
56520,6,169276
56520,4,169277
56520,6,169278
56521,12,169279
56521,1,169280
56521,1,169281
56521,2,169282
56521,6,169283
56522,11,169284
56522,3,169285
56522,11,169286
56523,12,169287
56523,12,169288
56523,13,169289
56523,4,169290
56523,6,169291
56524,3,169292
56524,6,169293
56525,2,169294
56525,11,169295
56525,2,169296
56525,6,169297
56525,4,169298
56526,4,169299
56526,11,169300
56526,3,169301
56526,13,169302
56527,2,169303
56527,12,169304
56527,4,169305
56527,12,169306
56527,13,169307
56528,4,169308
56528,12,169309
56529,13,169310
56529,12,169311
56529,11,169312
56529,2,169313
56529,4,169314
56530,3,169315
56531,3,169316
56531,6,169317
56531,2,169318
